score,title,word,sentence
5,Little Red Riding Hood,better, All the better to hug you with  my dear   ~newline~  All the better to run with  my child   ~newline~  All the better to hear with  my child   ~newline~  All the better to see with  my child   ~newline~  All the better to eat you up with  
5,Little Red Riding Hood,door,He knocked at the door  tap  tap  ~newline~ The wolf pulled the bobbin  and the door opened  and then he immediately fell upon the good woman and ate her up in a moment  for it been more than three days since he had eaten  ~newline~ He then shut the door and got into the grandmother s bed  expecting Little Red Riding Hood  who came some time afterwards and knocked at the door  tap  tap  ~newline~ Little Red Riding Hood pulled the bobbin  and the door opened 
5,Little Red Riding Hood,butter,One day her mother  having made some cakes  said to her   Go  my dear  and see how your grandmother is doing  for I hear she has been very ill  Take her a cake  and this little pot of butter   ~newline~ The poor child  who did not know that it was dangerous to stay and talk to a wolf  said to him   I am going to see my grandmother and carry her a cake and a little pot of butter from my mother   ~newline~ The wolf ran as fast as he could  taking the shortest path  and the little girl took a roundabout way  entertaining herself by gathering nuts  running after butterflies  and gathering bouquets of little flowers  ~newline~  Your grandchild  Little Red Riding Hood   replied the wolf  counterfeiting her voice   who has brought you a cake and a little pot of butter sent you by mother   ~newline~ Little Red Riding Hood  hearing the big voice of the wolf  was at first afraid  but believing her grandmother had a cold and was hoarse  answered   It is your grandchild Little Red Riding Hood  who has brought you a cake and a little pot of butter mother sends you   ~newline~ The wolf  seeing her come in  said to her  hiding himself under the bedclothes   Put the cake and the little pot of butter upon the stool  and come get into bed with me  
5,Little Red Riding Hood,pot,One day her mother  having made some cakes  said to her   Go  my dear  and see how your grandmother is doing  for I hear she has been very ill  Take her a cake  and this little pot of butter   ~newline~ The poor child  who did not know that it was dangerous to stay and talk to a wolf  said to him   I am going to see my grandmother and carry her a cake and a little pot of butter from my mother   ~newline~  Your grandchild  Little Red Riding Hood   replied the wolf  counterfeiting her voice   who has brought you a cake and a little pot of butter sent you by mother   ~newline~ Little Red Riding Hood  hearing the big voice of the wolf  was at first afraid  but believing her grandmother had a cold and was hoarse  answered   It is your grandchild Little Red Riding Hood  who has brought you a cake and a little pot of butter mother sends you   ~newline~ The wolf  seeing her come in  said to her  hiding himself under the bedclothes   Put the cake and the little pot of butter upon the stool  and come get into bed with me  
5,Little Red Riding Hood,cake,One day her mother  having made some cakes  said to her   Go  my dear  and see how your grandmother is doing  for I hear she has been very ill  Take her a cake  and this little pot of butter   ~newline~ The poor child  who did not know that it was dangerous to stay and talk to a wolf  said to him   I am going to see my grandmother and carry her a cake and a little pot of butter from my mother   ~newline~  Your grandchild  Little Red Riding Hood   replied the wolf  counterfeiting her voice   who has brought you a cake and a little pot of butter sent you by mother   ~newline~ Little Red Riding Hood  hearing the big voice of the wolf  was at first afraid  but believing her grandmother had a cold and was hoarse  answered   It is your grandchild Little Red Riding Hood  who has brought you a cake and a little pot of butter mother sends you   ~newline~ The wolf  seeing her come in  said to her  hiding himself under the bedclothes   Put the cake and the little pot of butter upon the stool  and come get into bed with me  
5,Little Red Riding Hood,mother,Her mother was excessively fond of her  and her grandmother doted on her still more  ~newline~ One day her mother  having made some cakes  said to her   Go  my dear  and see how your grandmother is doing  for I hear she has been very ill  Take her a cake  and this little pot of butter   ~newline~ Little Red Riding Hood set out immediately to go to her grandmother  who lived in another village  ~newline~ The poor child  who did not know that it was dangerous to stay and talk to a wolf  said to him   I am going to see my grandmother and carry her a cake and a little pot of butter from my mother   ~newline~  Your grandchild  Little Red Riding Hood   replied the wolf  counterfeiting her voice   who has brought you a cake and a little pot of butter sent you by mother   ~newline~ The good grandmother  who was in bed  because she was somewhat ill  cried out   Pull the bobbin  and the latch will go up   ~newline~ He then shut the door and got into the grandmother s bed  expecting Little Red Riding Hood  who came some time afterwards and knocked at the door  tap  tap  ~newline~ Little Red Riding Hood  hearing the big voice of the wolf  was at first afraid  but believing her grandmother had a cold and was hoarse  answered   It is your grandchild Little Red Riding Hood  who has brought you a cake and a little pot of butter mother sends you   ~newline~ She was greatly amazed to see how her grandmother looked in her nightclothes  and said to her   Grandmother  what big arms you have   ~newline~  Grandmother  what big legs you have   ~newline~ Grandmother  what big ears you have   ~newline~  Grandmother  what big eyes you have   ~newline~  Grandmother  what big teeth you have got  
4,Little Red Riding Hood,bobbin,The good grandmother  who was in bed  because she was somewhat ill  cried out   Pull the bobbin  and the latch will go up   ~newline~ The wolf pulled the bobbin  and the door opened  and then he immediately fell upon the good woman and ate her up in a moment  for it been more than three days since he had eaten  ~newline~ The wolf cried out to her  softening his voice as much as he could   Pull the bobbin  and the latch will go up   ~newline~ Little Red Riding Hood pulled the bobbin  and the door opened 
4,Little Red Riding Hood,bed,The good grandmother  who was in bed  because she was somewhat ill  cried out   Pull the bobbin  and the latch will go up   ~newline~ He then shut the door and got into the grandmother s bed  expecting Little Red Riding Hood  who came some time afterwards and knocked at the door  tap  tap  ~newline~ The wolf  seeing her come in  said to her  hiding himself under the bedclothes   Put the cake and the little pot of butter upon the stool  and come get into bed with me   ~newline~ Little Red Riding Hood took off her clothes and got into bed 
4,Little Red Riding Hood,tap,He knocked at the door  tap  tap  ~newline~ He then shut the door and got into the grandmother s bed  expecting Little Red Riding Hood  who came some time afterwards and knocked at the door  tap  tap 
4,Little Red Riding Hood,child,The poor child  who did not know that it was dangerous to stay and talk to a wolf  said to him   I am going to see my grandmother and carry her a cake and a little pot of butter from my mother   ~newline~  Your grandchild  Little Red Riding Hood   replied the wolf  counterfeiting her voice   who has brought you a cake and a little pot of butter sent you by mother   ~newline~ Little Red Riding Hood  hearing the big voice of the wolf  was at first afraid  but believing her grandmother had a cold and was hoarse  answered   It is your grandchild Little Red Riding Hood  who has brought you a cake and a little pot of butter mother sends you   ~newline~  All the better to run with  my child   ~newline~  All the better to hear with  my child   ~newline~  All the better to see with  my child  
4,Little Red Riding Hood,well,It suited the girl so extremely well that everybody called her Little Red Riding Hood  ~newline~ Moral  Children  especially attractive  well bred young ladies  should never talk to strangers  for if they should do so  they may well provide dinner for a wolf 
4,Little Red Riding Hood,upon,Once upon a time there lived in a certain village a little country girl  the prettiest creature who was ever seen  ~newline~ The wolf pulled the bobbin  and the door opened  and then he immediately fell upon the good woman and ate her up in a moment  for it been more than three days since he had eaten  ~newline~ The wolf  seeing her come in  said to her  hiding himself under the bedclothes   Put the cake and the little pot of butter upon the stool  and come get into bed with me   ~newline~ And  saying these words  this wicked wolf fell upon Little Red Riding Hood  and ate her all up 
3,Little Red Riding Hood,got,He then shut the door and got into the grandmother s bed  expecting Little Red Riding Hood  who came some time afterwards and knocked at the door  tap  tap  ~newline~ Little Red Riding Hood took off her clothes and got into bed  ~newline~  Grandmother  what big teeth you have got  
3,Little Red Riding Hood,voice, Your grandchild  Little Red Riding Hood   replied the wolf  counterfeiting her voice   who has brought you a cake and a little pot of butter sent you by mother   ~newline~ Little Red Riding Hood  hearing the big voice of the wolf  was at first afraid  but believing her grandmother had a cold and was hoarse  answered   It is your grandchild Little Red Riding Hood  who has brought you a cake and a little pot of butter mother sends you   ~newline~ The wolf cried out to her  softening his voice as much as he could   Pull the bobbin  and the latch will go up  
3,Little Red Riding Hood,first,said the wolf  Oh I say   answered Little Red Riding Hood   it is beyond that mill you see there  at the first house in the village   ~newline~ I ll go this way and go you that  and we shall see who will be there first   ~newline~ Little Red Riding Hood  hearing the big voice of the wolf  was at first afraid  but believing her grandmother had a cold and was hoarse  answered   It is your grandchild Little Red Riding Hood  who has brought you a cake and a little pot of butter mother sends you  
3,Little Red Riding Hood,going,As she was going through the wood  she met with a wolf  who had a very great mind to eat her up  but he dared not  because of some woodcutters working nearby in the forest  ~newline~ He asked her where she was going  ~newline~ The poor child  who did not know that it was dangerous to stay and talk to a wolf  said to him   I am going to see my grandmother and carry her a cake and a little pot of butter from my mother  
3,Little Red Riding Hood,woman,This good woman had a little red riding hood made for her  ~newline~ It was not long before the wolf arrived at the old woman s house  ~newline~ The wolf pulled the bobbin  and the door opened  and then he immediately fell upon the good woman and ate her up in a moment  for it been more than three days since he had eaten 
3,Little Red Riding Hood,good,This good woman had a little red riding hood made for her  ~newline~ The good grandmother  who was in bed  because she was somewhat ill  cried out   Pull the bobbin  and the latch will go up   ~newline~ The wolf pulled the bobbin  and the door opened  and then he immediately fell upon the good woman and ate her up in a moment  for it been more than three days since he had eaten 
3,Little Red Riding Hood,girl,Once upon a time there lived in a certain village a little country girl  the prettiest creature who was ever seen  ~newline~ It suited the girl so extremely well that everybody called her Little Red Riding Hood  ~newline~ The wolf ran as fast as he could  taking the shortest path  and the little girl took a roundabout way  entertaining herself by gathering nuts  running after butterflies  and gathering bouquets of little flowers 
3,Little Red Riding Hood,village,Once upon a time there lived in a certain village a little country girl  the prettiest creature who was ever seen  ~newline~ Little Red Riding Hood set out immediately to go to her grandmother  who lived in another village  ~newline~ said the wolf  Oh I say   answered Little Red Riding Hood   it is beyond that mill you see there  at the first house in the village  
2,Little Red Riding Hood,wolves,I say  wolf   but there are various kinds of wolves  ~newline~ And unfortunately  it is these gentle wolves who are the most dangerous ones of all 
2,Little Red Riding Hood,young,Moral  Children  especially attractive  well bred young ladies  should never talk to strangers  for if they should do so  they may well provide dinner for a wolf  ~newline~ There are also those who are charming  quiet  polite  unassuming  complacent  and sweet  who pursue young women at home and in the streets 
2,Little Red Riding Hood,come,The wolf  seeing her come in  said to her  hiding himself under the bedclothes   Put the cake and the little pot of butter upon the stool  and come get into bed with me  
2,Little Red Riding Hood,ate,Little Red Riding Hood set out immediately to go to her grandmother  who lived in another village  ~newline~ The wolf pulled the bobbin  and the door opened  and then he immediately fell upon the good woman and ate her up in a moment  for it been more than three days since he had eaten  ~newline~ And  saying these words  this wicked wolf fell upon Little Red Riding Hood  and ate her all up  ~newline~ And unfortunately  it is these gentle wolves who are the most dangerous ones of all 
2,Little Red Riding Hood,fell,The wolf pulled the bobbin  and the door opened  and then he immediately fell upon the good woman and ate her up in a moment  for it been more than three days since he had eaten  ~newline~ And  saying these words  this wicked wolf fell upon Little Red Riding Hood  and ate her all up 
2,Little Red Riding Hood,opened,The wolf pulled the bobbin  and the door opened  and then he immediately fell upon the good woman and ate her up in a moment  for it been more than three days since he had eaten  ~newline~ Little Red Riding Hood pulled the bobbin  and the door opened 
2,Little Red Riding Hood,pulled,The wolf pulled the bobbin  and the door opened  and then he immediately fell upon the good woman and ate her up in a moment  for it been more than three days since he had eaten  ~newline~ Little Red Riding Hood pulled the bobbin  and the door opened 
2,Little Red Riding Hood,latch,The good grandmother  who was in bed  because she was somewhat ill  cried out   Pull the bobbin  and the latch will go up   ~newline~ The wolf cried out to her  softening his voice as much as he could   Pull the bobbin  and the latch will go up  
2,Little Red Riding Hood,pull,The wolf pulled the bobbin  and the door opened  and then he immediately fell upon the good woman and ate her up in a moment  for it been more than three days since he had eaten  ~newline~ Little Red Riding Hood pulled the bobbin  and the door opened 
2,Little Red Riding Hood,cried,The good grandmother  who was in bed  because she was somewhat ill  cried out   Pull the bobbin  and the latch will go up   ~newline~ The wolf cried out to her  softening his voice as much as he could   Pull the bobbin  and the latch will go up  
2,Little Red Riding Hood,brought, Your grandchild  Little Red Riding Hood   replied the wolf  counterfeiting her voice   who has brought you a cake and a little pot of butter sent you by mother   ~newline~ Little Red Riding Hood  hearing the big voice of the wolf  was at first afraid  but believing her grandmother had a cold and was hoarse  answered   It is your grandchild Little Red Riding Hood  who has brought you a cake and a little pot of butter mother sends you  
2,Little Red Riding Hood,grandchild, Your grandchild  Little Red Riding Hood   replied the wolf  counterfeiting her voice   who has brought you a cake and a little pot of butter sent you by mother   ~newline~ Little Red Riding Hood  hearing the big voice of the wolf  was at first afraid  but believing her grandmother had a cold and was hoarse  answered   It is your grandchild Little Red Riding Hood  who has brought you a cake and a little pot of butter mother sends you  
2,Little Red Riding Hood,knocked,He knocked at the door  tap  tap  ~newline~ He then shut the door and got into the grandmother s bed  expecting Little Red Riding Hood  who came some time afterwards and knocked at the door  tap  tap 
2,Little Red Riding Hood,gathering,The wolf ran as fast as he could  taking the shortest path  and the little girl took a roundabout way  entertaining herself by gathering nuts  running after butterflies  and gathering bouquets of little flowers 
2,Little Red Riding Hood,took,The wolf ran as fast as he could  taking the shortest path  and the little girl took a roundabout way  entertaining herself by gathering nuts  running after butterflies  and gathering bouquets of little flowers  ~newline~ Little Red Riding Hood took off her clothes and got into bed 
2,Little Red Riding Hood,could,The wolf ran as fast as he could  taking the shortest path  and the little girl took a roundabout way  entertaining herself by gathering nuts  running after butterflies  and gathering bouquets of little flowers  ~newline~ The wolf cried out to her  softening his voice as much as he could   Pull the bobbin  and the latch will go up  
2,Little Red Riding Hood,way,I ll go this way and go you that  and we shall see who will be there first   ~newline~ The wolf ran as fast as he could  taking the shortest path  and the little girl took a roundabout way  entertaining herself by gathering nuts  running after butterflies  and gathering bouquets of little flowers 
2,Little Red Riding Hood,house,said the wolf  Oh I say   answered Little Red Riding Hood   it is beyond that mill you see there  at the first house in the village   ~newline~ It was not long before the wolf arrived at the old woman s house 
2,Little Red Riding Hood,answered,said the wolf  Oh I say   answered Little Red Riding Hood   it is beyond that mill you see there  at the first house in the village   ~newline~ Little Red Riding Hood  hearing the big voice of the wolf  was at first afraid  but believing her grandmother had a cold and was hoarse  answered   It is your grandchild Little Red Riding Hood  who has brought you a cake and a little pot of butter mother sends you  
2,Little Red Riding Hood,say,said the wolf  Oh I say   answered Little Red Riding Hood   it is beyond that mill you see there  at the first house in the village   ~newline~ And  saying these words  this wicked wolf fell upon Little Red Riding Hood  and ate her all up  ~newline~ I say  wolf   but there are various kinds of wolves 
